City,State,Latitude,Longitude
alberton,mt,46.97115,-114.49692
albertson,nc,35.11433,-77.81887
albertson,ny,40.77343,-73.64318
albertville,al,34.29030,-86.20085
albertville,mn,45.23774,-93.65441
albia,ia,41.02667,-92.80575
albin,wy,41.41776,-104.09829
albion,ca,39.21616,-123.71376
albion,ia,42.11249,-92.98853
albion,id,42.39098,-113.59744
albion,il,38.37558,-88.07169
albion,in,41.39560,-85.42442
albion,me,44.53229,-69.44254
albion,mi,42.24310,-84.75303
albion,ne,41.69084,-98.00367
albion,ny,43.24645,-78.19363
albion,ok,34.66288,-95.09996
albion,pa,42.03668,-80.21568
albion,ri,41.95121,-71.45450
albion,wa,46.79100,-117.25045
alborn,mn,46.97300,-92.57603
albright,wv,39.49398,-79.64283
albrightsville,pa,40.97480,-75.58420
albuquerque,nm,35.09373,-106.57313
alburg,vt,44.97504,-73.30013
alburnett,ia,42.15848,-91.63859
alburtis,pa,40.51093,-75.60297
alcalde,nm,36.08891,-106.05363
alcester,sd,43.02138,-96.63087
alco,ar,35.88757,-92.36710
alcoa,tn,35.78953,-83.97379
alcolu,sc,33.76993,-80.17278
alcova,wy,42.55218,-106.71643
alcove,ny,42.46869,-73.92568
alda,ne,40.85690,-98.45510
alden,ia,42.52026,-93.37604
alden,il,42.32476,-88.45248
alden,ks,38.24223,-98.31201
alden,mi,44.88112,-85.27562
alden,mn,43.67023,-93.57605
alden,ny,42.89871,-78.51652
aldenville,pa,41.61599,-75.27471
alder,mt,45.12553,-112.12007
alder creek,ny,43.42340,-75.22795
alderpoint,ca,40.17626,-123.61170
alderson,ok,34.90010,-95.69193
alderson,wv,37.73172,-80.65942
aldie,va,38.97567,-77.64138
aldrich,mn,46.37635,-94.93669
aldrich,mo,37.54754,-93.55465
aledo,il,41.19976,-90.74931
aledo,tx,32.69596,-97.60225
aleknagik,ak,59.27306,-158.61778
aleppo,pa,39.82397,-80.44618
alex,ok,34.91479,-97.77865
alexander,ar,34.62954,-92.44127
alexander,ia,42.80580,-93.47659
alexander,il,39.75431,-90.02786
alexander,ks,38.46946,-99.55317
alexander,nc,35.70640,-82.63110
alexander,nd,47.84308,-103.64270
alexander,ny,42.90117,-78.25668
alexander city,al,32.95330,-85.94740
alexandria,al,33.77399,-85.88552
alexandria,in,40.26282,-85.67581
alexandria,ky,38.95951,-84.38799
alexandria,la,31.21364,-92.49893
alexandria,mn,45.88524,-95.37754
alexandria,mo,40.35949,-91.45543
alexandria,ne,40.24528,-97.38921
alexandria,oh,40.08895,-82.61239
alexandria,pa,40.55646,-78.09778
alexandria,sd,43.64593,-97.76631
alexandria,tn,36.07110,-86.03720
alexandria,va,38.80095,-77.11927
alexandria bay,ny,44.33588,-75.91773
alexis,il,41.06337,-90.55597
alexis,nc,35.40327,-81.09974
alford,fl,30.64115,-85.37542
alfred,me,43.49094,-70.68840
alfred,nd,46.60303,-98.99928
alfred,ny,42.25424,-77.79055
alfred station,ny,42.25879,-77.77793
alger,mi,44.12558,-84.12111
alger,oh,40.70616,-83.84383
algodones,nm,35.38059,-106.47919
algoma,ms,34.17622,-89.03117
algoma,wi,44.61360,-87.46502
algona,ia,43.06997,-94.23302
algonac,mi,42.61837,-82.53102
algonquin,il,42.16410,-88.30640
alhambra,ca,33.93371,-118.21905
alhambra,il,38.88443,-89.74886
alice,nd,46.76192,-97.55593
alice,tx,27.70586,-98.04103
aliceville,al,33.12957,-88.15142
alicia,ar,35.89313,-91.08290
alief,tx,29.83399,-95.43424
aline,ok,36.50976,-98.44897
aliquippa,pa,40.60397,-80.28776
aliso viejo,ca,33.61682,-117.78286
alix,ar,35.41562,-93.73383
alkol,wv,38.16287,-81.92485
allakaket,ak,66.56556,-152.64556
allamuchy,nj,40.86965,-74.84966
allardt,tn,36.38090,-84.88439
alledonia,oh,39.89868,-80.96926
alleene,ar,33.77012,-94.26048
allegan,mi,42.53124,-85.87438
allegany,ny,42.09006,-78.49419
allegany,or,43.24692,-124.23107
alleghany,ca,39.46962,-120.84328
allegre,ky,36.92865,-87.21722
alleman,ia,41.81999,-93.61161
allen,al,32.75041,-86.75026
allen,ks,38.65612,-96.16972
allen,ky,37.60740,-82.72250
allen,md,38.28734,-75.68798
allen,mi,41.95699,-84.76774
allen,ne,42.41639,-96.84532
allen,ok,34.86910,-96.41510
allen,sd,43.28083,-101.92432
allen,tx,33.10317,-96.67055
allen junction,wv,37.60334,-81.53998
allen park,mi,42.25754,-83.21104
allendale,il,38.52671,-87.70975
allendale,mi,42.97367,-85.93180
allendale,mo,40.47812,-94.42329
allendale,nj,41.03150,-74.13409
allendale,sc,33.01004,-81.33069
allendorf,ia,43.41469,-95.64335
allenhurst,ga,31.78410,-81.60761
allenhurst,nj,40.26947,-74.12499
allenport,pa,40.09813,-79.84893
allenspark,co,40.22393,-105.52421
allensville,ky,36.71671,-87.06611
allensville,pa,40.51018,-77.83124
allenton,mi,42.93838,-82.91582
allenton,mo,38.63832,-90.42712
allenton,wi,43.46810,-88.35390
allentown,ga,32.59321,-83.22571
allentown,nj,40.16456,-74.57785
allentown,ny,42.07374,-78.05937
allentown,pa,40.61369,-75.52362
allenwood,nj,40.14150,-74.09986
allenwood,pa,41.10758,-76.89830
allerton,ia,40.70640,-93.36521
allerton,il,39.91170,-87.93642
alleyton,tx,29.70662,-96.48636
allgood,al,33.92216,-86.44926
alliance,nc,35.15615,-76.63226
alliance,ne,42.10163,-102.87214
alliance,oh,40.91534,-81.10593
alligator,ms,34.12756,-90.73281
allison,ia,42.75275,-92.79519
allison,pa,39.98896,-79.86477
allison,tx,35.62903,-100.09291
allison park,pa,40.57091,-79.96033
allons,tn,36.49700,-85.31970
allouez,mi,47.28715,-88.40956
alloway,nj,39.56095,-75.36242
alloy,wv,38.13761,-81.27428
allport,pa,40.98912,-78.42240
allred,tn,36.32396,-85.20787
allston,ma,42.35843,-71.12589
allyn,wa,47.37434,-122.83880
alma,al,31.46397,-87.73883
alma,ar,35.47787,-94.22188
alma,co,39.28388,-106.06280
alma,ga,31.53937,-82.46236
alma,il,38.72171,-88.90922
alma,ks,39.01667,-96.28916
alma,mi,43.38409,-84.66320
alma,mo,39.10223,-93.53531
alma,ne,40.09751,-99.36204
alma,ny,42.01257,-78.05778
alma,wi,44.31997,-91.91488
alma,wv,39.41849,-80.80604
alma center,wi,44.44202,-90.93859
almelund,mn,45.51345,-92.89424
almena,ks,39.88910,-99.70420
almena,wi,45.41690,-92.03296
almira,wa,47.71098,-118.94085
almo,id,42.08685,-113.64135
almo,ky,36.69711,-88.29836
almond,nc,35.37002,-83.56630
almond,ny,42.32229,-77.73833
almond,wi,44.25886,-89.40706
almont,co,38.66471,-106.84615
almont,mi,42.92058,-83.04493
almont,nd,46.72528,-101.50264
almyra,ar,34.40621,-91.40957
alna,me,44.10619,-69.60366
alpaugh,ca,35.88773,-119.48734
alpena,ar,36.29479,-93.29213
alpena,mi,45.08583,-83.46411
alpena,sd,44.18138,-98.36565
alpha,ia,42.99664,-92.04767
alpha,il,41.19170,-90.38013
alpha,ky,36.76229,-85.01023
alpha,mi,46.04384,-88.37708
alpha,mn,43.63885,-94.87082
alpha,oh,39.71173,-84.02327
alpharetta,ga,33.99052,-84.33565
alpine,al,33.34872,-86.23859
alpine,ar,34.05549,-93.18941
alpine,az,33.83616,-109.19785
alpine,ca,32.92599,-116.80623
alpine,nj,40.95593,-73.93125
alpine,ny,42.31313,-76.72412
alpine,tn,36.40034,-85.16208
alpine,tx,30.35849,-103.66101
alpine,ut,40.46516,-111.76279
alpine,wy,43.16353,-111.01802
alplaus,ny,42.85535,-73.89901
alpoca,wv,37.54373,-81.38899
alsea,or,44.36926,-123.62349
alsen,nd,48.63056,-98.70485
alsey,il,39.56060,-90.43401
alsip,il,41.66892,-87.73866
alstead,nh,43.14897,-72.36064
alston,ga,32.08074,-82.47763
alta,ca,39.21767,-120.78346
alta,ia,42.67359,-95.29055
alta,wy,43.75381,-111.03689
alta loma,ca,34.13975,-117.58543
alta vista,ia,43.19858,-92.41712
alta vista,ks,38.86360,-96.48000
altadena,ca,33.98875,-118.21764
altair,tx,29.57518,-96.46831
altamahaw,nc,36.18430,-79.50725
altamont,il,39.06199,-88.74811
altamont,ks,37.19034,-95.29719
altamont,mo,39.90051,-94.08876
altamont,ny,42.70063,-74.03374
altamont,tn,35.42952,-85.72303
altamont,ut,40.35940,-110.28627
altamonte springs,fl,28.69918,-81.31597
altaville,ca,38.08381,-120.56187
altavista,va,37.12754,-79.27409
altenburg,mo,37.63088,-89.58538
altha,fl,30.57047,-85.12714
altheimer,ar,34.30620,-91.82890
altmar,ny,43.51007,-76.00214
alto,ga,34.54836,-83.54186
alto,mi,42.85670,-85.38029
alto,nm,33.39869,-105.68082
alto,tx,31.65045,-95.07272
alto pass,il,37.57033,-89.31759
alton,al,33.54462,-86.92921
alton,ia,42.98301,-95.99636
alton,il,38.90607,-90.15909
alton,ks,39.46140,-98.95757
alton,mo,36.69423,-91.39930
alton,nh,43.45230,-71.21757
alton,ny,43.22274,-76.98215
alton,ut,37.47405,-112.53409
alton,va,36.57320,-79.00279
alton bay,nh,43.48450,-71.24890
altona,il,41.11476,-90.16456
altona,ny,44.88837,-73.65570
altonah,ut,40.45679,-110.32673
altoona,al,34.02621,-86.32609
altoona,fl,29.04622,-81.64043
altoona,ia,41.64416,-93.46466
altoona,ks,37.52394,-95.66137
altoona,pa,40.50597,-78.39701
altoona,wi,44.80468,-91.44321
altro,ky,37.38093,-83.38213
altura,mn,44.12826,-91.95965
alturas,ca,41.48711,-120.54246
alturas,fl,28.00255,-81.61864
altus,ar,35.43460,-93.75980
altus,ok,34.68128,-99.35090
altus afb,ok,34.59820,-99.44084
alum bank,pa,40.18580,-78.62060
alum bridge,wv,39.04250,-80.68820
alum creek,wv,38.28676,-81.80513
alva,fl,26.71562,-81.61008
alva,ok,36.80503,-98.66647
alva,wy,44.70617,-104.45138
alvada,oh,41.05033,-83.40187
alvadore,or,44.12679,-123.26454
alvarado,mn,48.19415,-96.99618
alvarado,tx,32.40653,-97.21168
alvaton,ky,36.86316,-86.35202
alverda,pa,40.63035,-78.85697
alverton,pa,40.14007,-79.58726
alvin,il,40.30070,-87.60800
alvin,tx,29.38718,-95.26040
alviso,ca,37.42605,-121.97524
alvo,ne,40.87194,-96.38751
alvord,ia,43.34220,-96.30114
alvord,tx,33.35845,-97.69475
alvordton,oh,41.66588,-84.43689
alvy,wv,38.50038,-80.50009
alzada,mt,45.18990,-104.38569
ama,la,29.94270,-90.29969
amado,az,31.70787,-111.06454
amador city,ca,38.41936,-120.82410
amagansett,ny,40.98530,-72.10411
amagon,ar,35.56202,-91.11040
amalia,nm,36.94197,-105.45445
amana,ia,41.74318,-91.96717
amanda,oh,39.64951,-82.74434
amanda park,wa,47.48590,-123.92060
amargosa valley,nv,36.52513,-116.46173
amarillo,tx,35.25963,-101.87027
amasa,mi,46.23273,-88.44875
amawalk,ny,41.28843,-73.76624
amazonia,mo,39.88611,-94.89191
amber,ok,35.16034,-97.87921
amberg,wi,45.50302,-87.99373
amberson,pa,40.17167,-77.66135
ambia,in,40.49004,-87.51696
ambler,ak,67.08612,-157.85748
ambler,pa,40.15455,-75.22157
amboy,ca,34.55777,-115.74444
amboy,il,41.70759,-89.34371
amboy,in,40.60143,-85.92888
amboy,mn,43.88801,-94.15663
amboy,wa,45.93566,-122.43726
ambridge,pa,40.58923,-80.22506
ambrose,ga,31.59380,-83.01431
ambrose,nd,48.95392,-103.48269
amburgey,ky,37.26149,-82.99850
ameagle,wv,37.78446,-81.11849
amelia,la,29.68842,-91.22084
amelia,ne,42.21428,-98.98515
amelia,oh,39.02840,-84.21771
amelia court house,va,37.33851,-77.95893
amenia,nd,47.00497,-97.21898
amenia,ny,41.84926,-73.55679
american canyon,ca,38.17492,-122.26080
american falls,id,42.78602,-112.85444
american fork,ut,40.39423,-111.79449
americus,ga,32.06379,-84.21079
americus,ks,38.50696,-96.26194
amery,wi,45.30691,-92.36214
ames,ia,42.03194,-93.55738
ames,ks,39.56944,-97.44198
ames,ne,41.45222,-96.62447
ames,ok,36.24230,-98.18200
amesbury,ma,42.85842,-70.93005
amesville,oh,39.40063,-81.95570
amf ohare,il,41.96803,-87.89121
amherst,co,40.68277,-102.16602
amherst,ma,42.38037,-72.52314
amherst,ne,40.84950,-99.26090
amherst,nh,42.85489,-71.60820
amherst,oh,41.39782,-82.22238
amherst,sd,45.75515,-97.92723
amherst,tx,34.01037,-102.41546
amherst,va,37.58514,-79.05141
amherst,wi,44.42111,-89.30618
amherst junction,wi,44.51306,-89.30422
amherstdale,wv,37.78538,-81.80928
amherstdale-robinette,wv,37.77962,-81.77673
amidon,nd,46.48223,-103.32185
amigo,wv,37.60334,-81.53998
amiret,mn,44.31662,-95.69696
amissville,va,38.68148,-78.06628
amistad,nm,35.91893,-103.15383
amite,la,30.72657,-90.50898
amity,ar,34.26482,-93.46102
amity,mo,39.87083,-94.43579
amity,or,45.10050,-123.22834
amity,pa,40.03952,-80.20506
amityville,ny,40.80066,-73.02707
amlin,oh,40.07200,-83.17920
amma,wv,38.55275,-81.24219
ammon,va,37.07236,-77.64749
amo,in,39.68810,-86.61361
amonate,va,37.17755,-81.65780
amoret,mo,38.25530,-94.58773
amorita,ok,36.92447,-98.29174
amory,ms,33.98823,-88.46783
amsden,oh,41.03751,-82.91055
amsterdam,mo,38.34974,-94.58912
amsterdam,ny,42.93869,-74.18819
amsterdam,oh,40.47368,-80.92287
amston,ct,41.62982,-72.36419
anabel,mo,39.74587,-92.33324
anacoco,la,31.25213,-93.34128
anaconda,mt,46.12990,-112.97390
anacortes,wa,48.49523,-122.61976
anadarko,ok,35.07256,-98.24366
anaheim,ca,33.83748,-117.87629
anahola,hi,22.14226,-159.31388
anahuac,tx,29.77300,-94.68270
anaktuvuk pass,ak,68.14333,-151.73583
analomink,pa,41.07121,-75.23644
anamoose,nd,47.88250,-100.24125
anamosa,ia,42.10834,-91.28516
anatone,wa,46.08666,-117.24910
anawalt,wv,37.33595,-81.43649
anchor,il,40.56809,-88.53561
anchor point,ak,59.79836,-151.73566
anchorage,ak,61.18947,-149.86220
anchorville,mi,42.82409,-82.66522
ancona,il,41.04059,-88.87257
ancram,ny,42.05065,-73.63624
ancramdale,ny,42.04594,-73.57792
andale,ks,37.79057,-97.62949
andalusia,al,31.33925,-86.47664
andalusia,il,41.43920,-90.71764
anderson,ak,64.34417,-149.18694
anderson,al,34.92842,-87.26641
anderson,ca,40.44821,-122.29778
anderson,in,40.11715,-85.68846
anderson,mo,36.65063,-94.44355
anderson,sc,34.49218,-82.72570
anderson,tx,30.53622,-96.02290
anderson island,wa,47.15982,-122.70624
andersonville,ga,32.19599,-84.13991
andersonville,tn,36.19869,-84.03714
andersonville,va,37.46737,-78.56889
andes,ny,42.15210,-74.78184
andover,ct,41.73732,-72.37036
andover,ia,41.97919,-90.25180
andover,il,41.29392,-90.29207
andover,ks,37.69358,-97.11321
andover,ma,42.64161,-71.03862
andover,me,44.66189,-70.79952
andover,mn,45.23330,-93.29134
andover,nh,43.43702,-71.82341
andover,nj,40.98593,-74.74211
andover,ny,42.15646,-77.79555
andover,oh,41.60672,-80.57230
andover,sd,45.41023,-97.90260
andover,va,36.92371,-82.79655
andreas,pa,40.74929,-75.82947
andrew,ia,42.15363,-90.59235
andrews,in,40.86254,-85.60165
andrews,nc,35.20175,-83.82407
andrews,sc,33.45128,-79.56090
andrews,tx,32.32010,-102.54090
andrews a f b,dc,38.91706,-77.00025
andrews air force base,md,38.80531,-76.87460
aneta,nd,47.67944,-97.98815
aneth,ut,37.21611,-109.18706
angel fire,nm,36.39309,-105.28501
angela,mt,46.01797,-106.99199
angelica,ny,42.30673,-78.01584
angels camp,ca,38.08744,-120.58072
angelus oaks,ca,34.17247,-116.87593
angie,la,30.93413,-89.81512
angier,nc,35.50710,-78.73918
angle inlet,mn,49.34527,-95.06274
angleton,tx,29.17670,-95.44848
angola,in,41.65680,-85.02230
angola,la,30.96560,-91.59790
angola,ny,42.63338,-79.04567
angoon,ak,57.50333,-134.58389
angora,mn,47.77492,-92.63407
angora,ne,41.89340,-103.08500
anguilla,ms,32.97402,-90.82454
angus,mn,48.08108,-96.70312
angwin,ca,38.57574,-122.44998
aniak,ak,61.57833,-159.52222
animas,nm,31.94898,-108.80728
anita,ia,41.44526,-94.76470
anita,pa,41.00145,-78.96309
aniwa,wi,45.00858,-89.21428
ankeny,ia,41.69950,-93.60089
anmoore,wv,39.25676,-80.29231
ann arbor,mi,42.27390,-83.77159
anna,il,37.46033,-89.24703
anna,oh,40.39449,-84.17272
anna,tx,33.34900,-96.54860
anna maria,fl,27.53115,-82.73343
annabella,ut,38.70914,-112.05992
annada,mo,39.26116,-90.82763
annandale,mn,45.24663,-94.11692
annandale,nj,40.62454,-74.89118
annandale,va,38.83035,-77.21387
annandale on hudson,ny,42.03543,-73.90923
annapolis,ca,38.71782,-123.32757
annapolis,il,39.14448,-87.81670
annapolis,md,38.98944,-76.52785
annapolis,mo,37.36033,-90.69762
annapolis junction,md,39.12287,-76.78757
annawan,il,41.39726,-89.90455
annemanie,al,32.04808,-87.26226
anniston,al,33.68666,-85.83228
anniston,mo,36.82589,-89.32785
annona,tx,33.58067,-94.91550
annville,ky,37.31925,-83.97048
annville,pa,40.34776,-76.53498
anoka,mn,45.19774,-93.38718
anselmo,ne,41.61861,-99.86512
ansley,ne,41.28779,-99.38177
anson,me,44.78029,-69.93424
anson,tx,32.75650,-99.89621
ansonia,ct,41.34621,-73.07900
ansonia,oh,40.21449,-84.63690
ansonville,nc,35.10459,-80.10923
ansted,wv,38.13622,-81.09955
antelope,ca,38.71687,-121.36980
antelope,mt,48.69599,-104.35503
antelope,or,44.91068,-120.72282
antes fort,pa,41.19174,-77.22386
anthem,az,33.81550,-112.12020
anthon,ia,42.38832,-95.86668
anthony,fl,29.28942,-82.11176
anthony,ks,37.15336,-98.03117
anthony,nm,32.00399,-106.60583
anthony,tx,31.99070,-106.59760
antigo,wi,45.14024,-89.15234
antimony,ut,38.10150,-111.99300
antioch,ca,37.97985,-121.79235
antioch,il,42.47724,-88.09564
antioch,tn,36.11284,-86.76516
antler,nd,48.97085,-101.28238
antlers,ok,34.23121,-95.62025
antoine,ar,34.03622,-93.42073
anton,co,39.74165,-103.21716
anton,tx,33.81120,-102.16379
anton chico,nm,35.20005,-105.14222
antonito,co,37.07918,-106.00863
antrim,nh,43.03091,-71.93897
antwerp,ny,44.24301,-75.60331
antwerp,oh,41.18144,-84.74051
anvik,ak,62.63291,-160.21336
anza,ca,33.55503,-116.67363
apache,ok,34.89368,-98.36589
apache junction,az,33.28409,-111.47013
apalachicola,fl,29.73565,-85.00359
apalachin,ny,42.06952,-76.15465
apex,nc,35.70859,-78.81863
apison,tn,35.01740,-85.01322
aplington,ia,42.58415,-92.88436
apo,ap,38.89511,-77.03637
apollo,pa,40.56085,-79.57544
